bagID_stemburo,50PLUS,Aan. & Een.,Actief,Ad Bos Collectief,Al.V&D,Amersfoort 2014,Amersfoort Anders,Anti Euro Partij,Anti Europa Partij,Artikel 1,Artikel 50,Belangen Gemeenschap,Blanco lijst Chel,Burger Partij Amersfoort,Christen Democratisch Appél,ChristenUnie,ChristenUnie-Staatkundig Gereformeerde Partij,Continue Directe Democratie Partij,DENK,De Burger Beweging,De Conservatieven.nl,De Groenen,Democraten 66,Democratisch Europa,Democratisch Politiek Keerpunt,Eerlijk.EU,Europa Transparant,Europa Voordelig! & Duurzaam,Europese Klokkenluiders Partij,EénNL,Forum voor Democratie,GeenPeil,GroenLinks,Hart voor Amersfoort,Heel NL,IQ-Partij,Islam Democraten,Jezus Leeft,Jouw Amersfoort,Leefbaar Amersfoort,Leefbaar Europa,Leefbaar Nederland,Leefbaar Provincie Utrecht,Liberaal Democratische Partij,Liberale Partij,Libertarische Partij,Libertas,Lijst 14,Lijst Lashkari,Lijst Pim Fortuyn,Lijst Ratelband,Lijst Özcan,MenS en Spirit / Basisinkomen Partij / V-R,Mooi Utrecht,Nederland Duurzaam,Nederland Lokaal,Nederland Transparant,Nederlandse Middenstands Partij,Newropeans,Niet Stemmers,Nieuw Nederland,Nieuw Rechts,Nieuwe Communistische Partij-NCPN,Nieuwe Wegen,OPA,Ondernemers Partij,Partij van de Arbeid,Partij van de Toekomst,Partij van het Noorden,Partij voor Europese Politiek,Partij voor Mens en Spirit,Partij voor Nederland,Partij voor de Dieren,Partij voor de Vrijheid,Partij één,Piratenpartij,Prov@i-b,Respect.Nu,Socialistische Partij,Soeverein Onafhankelijke Pioniers Nederland,Solidara,Staatkundig Gereformeerde Partij,StemNL,Trots op Nederland,Verenigde Senioren Partij,Vereniging LEF,Volkspartij voor Vrijheid en Democratie,VoorNederland,Vooruitstrevende Integratie Partij-Ouderen Unie,Vrede en Recht,Vrije Indische Partij-Ouderen Unie,Vrijzinnige Partij,dNU,cbs_gemeentecode,cbs_gemeente,verkiezing,cbs_wijkcode,stemburo,partij,aantal_stemmen
0307010000380440,14.0,,8.0,,,38.0,,,,2.0,,,5.0,23.0,46.333333333333336,51.333333333333336,,,159.5,1.0,,,85.33333333333333,,,,,,,,9.0,0.0,59.0,,,,,1.5,,,,,,,0.0,1.0,,,,,,,1.0,,,,,,,0.0,,,,1.0,,2.0,47.333333333333336,,,,,,27.5,63.5,,3.0,0.0,,71.33333333333333,,,8.666666666666666,0.0,,,,53.333333333333336,1.0,,2.0,,0.5,,GM0307,Amersfoort,GR2018,WK030707,De Schaapskooi,Actief,1898
0307010000380500,18.0,,,,,,,,1.0,,,,,95.0,48.5,37.0,,,,,,,41.25,,0.0,,,,,,,,43.75,,5.0,,,,,,,,3.0,0.0,,0.0,,,3.0,,,,,1.0,,1.0,,,,,2.0,,2.0,,,,127.0,1.0,,,3.0,,16.0,56.0,6.0,5.5,,,66.25,3.0,,5.0,,7.0,,7.0,85.25,,,,,,,GM0307,Amersfoort,GR2010,WK030708,Schoolgebouw De Tafelronde,Burger Partij Amersfoort,2224
0307010000381346,6.666666666666667,1.0,13.0,,,56.5,23.0,3.0,,0.0,8.0,1.0,3.0,52.0,64.4,57.75,42.0,,10.5,1.0,,2.0,197.6,,,0.0,,,,,20.0,1.0,104.0,,,0.0,,0.6666666666666666,,,,,,2.0,3.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,2.0,16.0,0.0,83.8,,,,,,21.333333333333332,59.333333333333336,,2.5,3.0,,69.8,,,4.0,0.0,,,,148.8,1.0,,3.0,,0.0,,GM0307,Amersfoort,EP2014,WK030721,Schoolgebouw De Meander,50PLUS,4240
0307010000381743,7.0,1.0,5.0,,,41.0,13.0,1.0,0.0,1.0,1.0,1.0,2.0,53.0,80.44444444444444,55.75,67.0,,27.0,0.0,,1.0,140.55555555555554,,0.0,0.0,,,,,23.0,1.0,32.44444444444444,,5.0,0.0,,1.3333333333333333,,,,,0.0,0.0,1.0,0.5,,,2.0,,,,0.0,1.0,,1.0,,,,0.0,2.0,,0.0,8.0,4.0,1.0,57.77777777777778,0.0,,,2.5,,16.0,55.0,6.0,7.0,2.0,,36.888888888888886,0.0,,12.0,0.0,4.5,,7.0,214.22222222222223,7.0,,1.0,,0.5,,GM0307,Amersfoort,EP2014,WK030726,Sporthal De Dissel,50PLUS,6548
0307010000389724,25.4,0.0,15.0,2.0,0.0,41.0,28.0,0.0,0.0,2.0,3.0,9.0,4.0,73.4,99.875,56.285714285714285,40.5,0.0,20.0,0.0,1.0,2.0,115.93333333333334,0.0,0.0,0.0,46.0,,,5.0,19.0,1.0,137.9375,27.0,5.0,0.0,2.0,0.6666666666666666,67.0,60.0,2.0,9.0,1.0,1.0,0.0,0.5,,0.0,0.0,50.5,1.0,7.0,2.0,7.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.0,3.0,1.0,27.0,1.0,161.8125,1.6666666666666667,1.0,,5.5,0.0,40.6,68.28571428571429,6.0,5.5,3.0,0.0,122.9375,2.0,,17.545454545454547,0.0,9.0,2.0,7.0,116.3125,0.0,0.0,5.0,0.0,1.5,3.0,GM0307,Amersfoort,EP2004,WK030717,Sporthal Juliana van Stolberg,Christen Democratisch Appél,15208
0307010000390108,0.0,0.0,,,,4.0,11.0,0.0,,,0.0,20.0,,31.0,13.0,38.0,0.0,,,,,0.0,27.0,,,0.0,,,,,,,8.0,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,24.0,,23.0,,,,,,0.0,0.0,,0.0,,,39.0,,,,,,,,13.0,,,,,,,GM0307,Amersfoort,EP2014,WK030708,Gymzaal Koning Arthurpad,50PLUS,374
0307010000392847,21.8,2.0,16.0,0.0,0.0,45.5,24.0,3.0,0.0,0.0,2.0,6.0,4.0,106.8,131.125,94.71428571428571,77.5,0.0,31.0,4.0,1.0,3.0,75.53333333333333,1.0,0.0,1.0,61.0,,,8.0,18.0,1.0,111.3125,42.0,5.0,0.0,4.0,1.6666666666666667,91.0,115.0,0.0,14.5,1.0,0.0,0.0,0.0,,0.0,2.0,71.25,0.0,26.0,2.0,16.0,0.0,0.0,1.0,0.0,,1.0,2.0,3.0,2.3333333333333335,3.0,31.0,3.0,200.0,0.6666666666666666,0.0,,4.0,1.0,29.1,70.28571428571429,6.0,6.0,3.0,0.0,116.125,4.0,,13.636363636363637,0.0,14.5,4.0,7.0,127.0,1.0,0.0,7.0,2.0,0.0,7.0,GM0307,Amersfoort,EP2004,WK030709,Schoolgebouw De Weesboom,Christen Democratisch Appél,16266
0307010000393097,7.5,,,,0.0,,,,0.0,,,,,71.0,141.85714285714286,48.714285714285715,,,,,0.0,,72.42857142857143,,0.0,,,,,,,,52.285714285714285,48.0,5.0,,,,,138.0,,11.0,3.0,0.0,,1.0,,,2.0,115.5,0.0,40.0,,1.0,1.0,1.0,,0.0,,,2.0,,0.0,,,,164.85714285714286,0.3333333333333333,,,4.5,,11.5,46.0,6.0,7.0,,,50.142857142857146,2.0,,5.5,,6.0,0.0,7.0,252.57142857142858,,0.0,,3.0,,5.0,GM0307,Amersfoort,GR2002,WK030724,Schoolgebouw De Border,Burger Partij Amersfoort,6409
0307010000396441,22.2,1.0,12.0,1.0,0.0,72.0,27.0,1.0,0.0,2.0,7.0,4.0,2.0,113.8,177.4375,88.85714285714286,73.0,0.0,17.5,1.0,0.0,1.0,124.2,0.0,0.0,4.0,57.0,,,5.0,32.0,0.0,88.5,76.0,5.0,0.0,0.0,1.0,107.0,107.0,2.0,20.5,1.0,0.3333333333333333,1.0,0.0,,0.0,5.0,69.25,2.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,4.0,4.0,32.0,2.0,215.25,1.6666666666666667,0.0,,2.5,1.0,28.2,86.42857142857143,6.0,5.5,7.0,2.0,103.875,1.0,,8.363636363636363,0.0,14.0,6.0,7.0,227.625,12.0,0.0,7.0,0.0,0.5,7.0,GM0307,Amersfoort,EP2004,WK030721,Kerkgebouw Het Brandpunt,Christen Democratisch Appél,19080
0307010000403386,9.6,0.0,4.0,,,32.0,11.0,0.0,0.0,1.0,2.0,4.0,2.0,47.333333333333336,39.333333333333336,44.875,50.0,,17.0,1.0,,0.0,58.888888888888886,,1.0,2.0,,,,,10.0,0.0,47.55555555555556,,5.0,1.0,,0.0,,,,,1.0,1.0,2.0,0.0,,,0.0,,,,1.0,0.0,,0.0,,,,0.0,2.0,,0.0,7.0,7.0,1.0,65.77777777777777,0.0,,,2.5,,15.333333333333334,48.0,6.0,4.0,1.0,,56.111111111111114,2.0,,5.833333333333333,0.0,8.0,,7.0,66.77777777777777,4.0,,4.0,,1.0,,GM0307,Amersfoort,EP2014,WK030709,Schoolgebouw De Drieslag,50PLUS,4252
0307010000403596,,,3.0,,,30.0,,,,,,,1.0,30.0,60.0,63.0,,,119.0,,,,98.0,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,32.0,,,13.0,,,,,37.0,,,2.0,,,,GM0307,Amersfoort,GR2018,WK030710,Schoolgebouw De Baander,Actief,570
0307010000404063,9.2,0.0,,,,7.0,7.0,0.0,0.0,2.0,0.0,44.0,,28.0,37.5,35.142857142857146,26.0,,157.0,0.0,,0.0,45.25,,0.0,0.0,,,,,3.0,0.0,38.625,,5.0,0.0,,0.0,,,,,0.0,0.5,0.0,1.0,,,2.0,,,,0.0,1.0,,0.0,,,,0.0,2.0,,0.0,0.0,9.0,2.0,95.75,1.0,,,2.5,,10.0,39.666666666666664,6.0,4.25,0.0,,46.75,1.0,,5.6,0.0,5.5,,7.0,41.625,2.0,,,,0.0,,GM0307,Amersfoort,EP2014,WK030713,Sporthal Schuilenburg,50PLUS,3438
0307010000405045,4.0,,,3.0,0.0,,,,0.0,,,,,115.5,169.33333333333334,55.125,35.0,0.0,,,2.0,,85.125,1.0,1.0,,77.0,,,7.0,,,106.77777777777777,,5.0,,0.0,,110.0,,1.0,12.0,,0.0,,3.0,,1.0,3.0,50.25,0.0,,,20.0,2.0,0.0,1.0,0.0,,,2.0,0.0,2.3333333333333335,,,,245.0,0.0,2.0,,5.0,0.0,19.0,48.0,6.0,4.5,,4.0,96.22222222222223,2.0,,3.3333333333333335,,8.0,2.0,7.0,226.55555555555554,,0.0,,0.0,,,GM0307,Amersfoort,EP2004,WK030721,Wijkcentrum Het Katshuis,Christen Democratisch Appél,9798
0307010000408256,3.2,0.0,1.0,0.0,0.0,6.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,16.6,58.375,23.785714285714285,37.0,0.0,2.0,0.0,0.0,0.0,10.333333333333334,1.0,0.0,0.0,2.0,,,0.0,4.0,0.0,7.25,8.0,5.0,0.0,0.0,0.0,2.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,20.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,4.0,0.0,11.5,0.0,0.0,,2.0,0.0,4.7,21.857142857142858,6.0,2.75,0.0,0.0,8.0,1.0,,32.36363636363637,0.0,5.0,0.5,7.0,40.75,0.0,0.0,0.0,0.0,0.0,1.0,GM0307,Amersfoort,EP2004,WK030725,Restaurant Feefa,Christen Democratisch Appél,3426
0307010000408647,42.8,2.0,22.0,0.0,0.0,99.5,31.0,4.0,0.0,2.0,13.0,31.0,3.0,160.6,158.0,115.42857142857143,103.0,0.0,61.5,1.0,0.0,2.0,109.8,2.0,0.0,0.0,43.0,,,8.0,23.0,2.0,106.6875,47.0,5.0,2.0,0.0,2.3333333333333335,69.0,122.0,0.0,24.0,1.0,0.0,1.0,0.0,,0.0,1.0,72.75,0.0,9.0,0.0,13.0,1.0,0.0,0.0,0.0,,2.0,2.0,8.0,1.3333333333333333,4.0,42.0,1.0,211.125,1.3333333333333333,0.0,,2.5,1.0,37.9,123.14285714285714,6.0,6.0,10.0,1.0,142.5625,2.0,,10.363636363636363,0.0,13.0,5.0,7.0,164.75,5.0,0.0,16.0,2.0,0.5,10.0,GM0307,Amersfoort,EP2004,WK030709,Schoolgebouw De Zevensprong,Christen Democratisch Appél,19706
0307010000409202,5.0,0.0,5.0,,,33.5,16.0,0.0,0.0,1.0,1.0,0.0,5.0,61.666666666666664,74.0,34.5,19.0,,3.5,1.0,,1.0,98.66666666666667,,0.0,0.0,,,,,19.0,1.0,74.33333333333333,,5.0,0.0,,0.0,,,,,1.0,0.5,0.0,1.5,,,0.0,,,,3.0,1.0,,0.0,,,,1.0,2.0,,0.0,0.0,8.0,0.0,65.55555555555556,1.0,,,3.5,,25.0,38.833333333333336,6.0,6.0,2.0,,47.22222222222222,2.0,,6.0,1.0,7.0,,7.0,99.44444444444444,1.0,,5.0,,1.0,,GM0307,Amersfoort,EP2014,WK030701,Ichthuskerk,50PLUS,5278
0307010000409756,11.5,1.0,12.0,,,31.5,35.0,1.0,0.0,4.0,16.0,5.0,2.0,47.5,62.333333333333336,91.8,85.0,,11.0,0.0,,7.0,259.3333333333333,,0.0,0.0,,,,,20.0,2.0,173.83333333333334,,,0.0,,1.6666666666666667,,,,,,0.5,5.0,1.5,,,,,,,1.0,,,0.0,,,,1.0,,,,1.0,4.0,2.0,133.16666666666666,2.0,,,6.0,,61.0,43.0,,14.666666666666666,6.0,,87.0,1.0,,10.5,0.0,,,,137.5,1.0,,3.0,,0.5,,GM0307,Amersfoort,EP2014,WK030703,Station NS Piet Mondriaanplein-zijde,50PLUS,6539
0307010000414014,14.0,,,3.0,1.0,,,,0.0,,,,,127.0,169.72727272727272,47.7,29.0,0.0,,,0.0,,89.8,1.0,0.0,,60.0,,,8.0,,,147.63636363636363,39.0,5.0,,0.0,,127.0,76.0,2.0,8.0,3.0,0.0,,2.0,,0.0,2.0,67.0,0.0,35.0,,13.0,1.0,0.0,2.0,0.0,,,2.0,3.0,3.0,,,,216.0,1.0,3.0,,3.0,0.0,34.142857142857146,70.5,6.0,6.5,,1.0,131.27272727272728,1.0,,7.875,,9.5,0.0,7.0,180.8181818181818,,0.0,,2.0,,11.0,GM0307,Amersfoort,EP2004,WK030701,Scholen in de Kunst,Christen Democratisch Appél,12461
0307010000415801,,,2.0,,,25.0,,,,,,,0.0,23.0,33.0,41.0,,,11.0,,,,56.0,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,57.0,,,7.0,,,,,38.0,,,1.0,,,,GM0307,Amersfoort,GR2018,WK030716,Schoolgebouw MBO Leusderweg,Actief,406
0307010000415886,9.333333333333334,0.0,4.0,,,25.5,16.0,0.0,,0.0,4.0,0.0,0.0,20.0,47.0,38.75,27.0,,3.0,0.0,,2.0,146.8,,,0.0,,,,,14.0,0.0,82.8,,,0.0,,0.3333333333333333,,,,,,0.0,0.0,0.0,,,,,,,0.0,,,,,,,0.0,,,,1.0,5.0,0.0,51.2,,,,,,23.0,21.0,,2.5,0.0,,22.4,,,2.6666666666666665,0.0,,,,134.4,0.0,,1.0,,0.0,,GM0307,Amersfoort,EP2014,WK030718,Nieuw-Apostolische Kerk,50PLUS,2923
0307010000418802,31.0,2.0,24.0,1.0,0.0,89.0,17.0,3.0,2.0,1.0,6.0,8.0,1.0,116.8,187.3125,100.85714285714286,84.5,0.0,25.5,1.0,0.0,2.0,108.93333333333334,2.0,0.0,1.0,75.0,,,13.0,30.0,1.0,96.4375,47.0,5.0,0.0,0.0,2.6666666666666665,92.0,130.0,3.0,12.5,3.0,2.3333333333333335,0.0,0.5,,0.0,4.0,55.5,0.0,9.0,2.0,12.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,2.6666666666666665,2.0,30.0,1.0,194.375,1.3333333333333333,1.0,,3.5,0.0,26.6,108.71428571428571,6.0,8.75,4.0,1.0,111.5625,1.0,,10.818181818181818,0.0,15.5,3.5,7.0,199.9375,3.0,0.0,5.0,6.0,1.5,1.0,GM0307,Amersfoort,EP2004,WK030720,Sporthal Zielhorst,Christen Democratisch Appél,18902
0307010000420513,22.0,0.0,2.0,0.0,0.0,32.5,19.0,3.0,0.0,1.0,1.0,22.0,0.0,123.2,132.3125,79.14285714285714,40.0,0.0,80.0,0.0,0.0,1.0,45.86666666666667,3.0,0.0,1.0,42.0,,,11.0,10.0,0.0,66.4375,30.0,5.0,0.0,1.0,0.3333333333333333,92.0,85.0,1.0,12.0,2.0,1.0,0.0,0.0,,3.0,9.0,63.75,0.0,20.0,0.0,17.0,1.0,0.0,0.0,0.0,,0.0,2.0,1.0,2.3333333333333335,1.0,22.0,0.0,150.8125,2.0,2.0,,3.5,0.0,19.7,90.57142857142857,6.0,5.25,0.0,1.0,107.5625,9.0,,8.636363636363637,0.0,12.5,2.5,7.0,112.6875,5.0,0.0,4.0,4.0,0.0,7.0,GM0307,Amersfoort,EP2004,WK030711,Sporthal Rustenburg,Christen Democratisch Appél,13695
0307010000420908,13.5,,,1.0,,,,,2.0,,,,,219.5,174.875,106.0,56.0,0.0,,,,,72.85714285714286,1.0,3.0,,20.0,,,10.0,,,62.875,,5.0,,0.0,,120.0,,3.0,,1.0,0.5,,0.0,,0.0,12.0,8.5,,,,11.5,,0.0,0.0,,,,2.0,5.0,5.0,,,,198.125,5.0,0.0,,3.0,0.0,22.0,102.75,6.0,6.0,,1.0,93.125,4.0,,12.6,,16.5,1.0,7.0,342.875,,,,,,,GM0307,Amersfoort,EP2004,WK030728,Schoolgebouw De Marke,Christen Democratisch Appél,9666
0307010000422163,59.2,0.0,23.0,0.0,0.0,161.5,26.0,1.0,0.0,1.0,7.0,5.0,0.0,178.6,331.75,94.28571428571429,78.0,0.0,12.0,1.0,0.0,2.0,164.33333333333334,0.0,3.0,1.0,84.0,,,7.0,49.0,4.0,114.8125,66.0,10.0,1.0,0.0,2.6666666666666665,93.0,84.0,1.0,15.5,8.0,0.6666666666666666,0.0,1.0,,0.0,7.0,74.25,1.0,4.0,0.0,9.5,0.0,1.0,0.0,0.0,,1.0,4.0,3.0,0.6666666666666666,4.0,42.0,6.0,227.125,2.0,0.0,,5.0,0.0,32.0,140.28571428571428,12.0,9.5,7.0,0.0,136.25,2.0,,9.727272727272727,1.0,29.5,1.5,14.0,319.5,11.0,0.0,9.0,2.0,1.0,8.0,GM0307,Amersfoort,EP2004,WK030719,Sporthal De Bieshaar,Christen Democratisch Appél,26052
0307010000422376,,,,0.0,,,,,,,,,,,201.5,94.5,,0.0,,,,,18.5,,,,,,,2.0,,,38.0,,,,0.0,,,,,,,1.0,,,,0.0,,1.0,,,,8.0,,,0.0,,,,,,,,,,123.5,,,,,2.0,18.0,47.0,,,,,94.5,,,9.0,,,0.0,,257.0,,,,,,,GM0307,Amersfoort,PS2007,WK030729,Het Veenhuisje,Christen Democratisch Appél,1770
0307010000423644,24.4,0.0,16.0,4.0,0.0,49.5,20.0,3.0,0.0,1.0,1.0,6.0,11.0,112.4,108.0,101.57142857142857,80.0,0.0,24.0,1.0,1.0,2.0,77.66666666666667,1.0,4.0,0.0,31.0,,,6.0,19.0,1.0,108.625,29.0,5.0,0.0,1.0,0.0,72.0,156.0,1.0,17.0,3.0,0.3333333333333333,2.0,0.0,,0.0,1.0,97.0,3.0,4.0,0.0,5.0,0.5,0.0,0.0,0.0,,0.0,2.0,0.0,4.666666666666667,2.0,26.0,1.0,170.75,1.3333333333333333,1.0,,3.5,1.0,39.2,162.14285714285714,6.0,5.5,3.0,1.0,144.6875,3.0,,16.272727272727273,0.0,17.5,3.5,7.0,83.25,7.0,0.0,8.0,1.0,1.0,8.0,GM0307,Amersfoort,EP2004,WK030703,Emmauskerk,Christen Democratisch Appél,16136
0307010000425466,22.4,0.0,10.0,0.0,0.0,48.0,18.0,0.0,0.0,5.0,1.0,35.0,3.0,71.4,119.8125,78.85714285714286,67.5,0.0,97.0,2.0,1.0,3.0,64.93333333333334,1.0,0.0,0.0,31.0,,,4.0,24.0,1.0,85.5625,19.0,5.0,1.0,5.0,2.0,50.0,62.0,1.0,11.5,3.0,0.0,0.0,0.5,,1.0,4.0,57.5,0.0,55.0,1.0,6.5,2.0,0.0,0.0,0.0,,3.0,2.0,1.0,1.6666666666666667,2.0,19.0,0.0,178.25,2.0,0.0,,2.5,0.0,21.5,75.0,6.0,5.75,2.0,1.0,101.5,2.0,,15.636363636363637,0.0,14.0,1.0,7.0,88.1875,6.0,0.0,3.0,2.0,0.5,7.0,GM0307,Amersfoort,EP2004,WK030714,Wijkcentrum Het Klokhuis,Christen Democratisch Appél,13813
0307010000425468,30.6,2.0,15.0,0.0,0.0,75.0,30.0,3.0,0.0,6.0,1.0,52.0,4.0,116.8,171.0625,119.92857142857143,123.0,0.0,242.0,1.0,0.0,2.0,86.0,2.0,0.0,0.0,53.0,,,10.0,19.0,2.0,82.375,28.0,5.0,0.0,5.0,2.3333333333333335,59.0,95.0,1.0,16.5,1.0,0.3333333333333333,4.0,0.0,,1.0,2.0,70.25,0.0,62.0,0.0,10.0,2.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.3333333333333335,3.0,29.0,1.0,206.125,1.3333333333333333,3.0,,2.0,1.0,33.8,122.0,6.0,8.0,3.0,1.0,116.125,4.0,,22.545454545454547,0.0,12.0,4.5,7.0,122.375,9.0,2.0,5.0,2.0,1.0,8.0,GM0307,Amersfoort,EP2004,WK030710,Kerkgebouw De Bron,Christen Democratisch Appél,18179
0307010000428564,23.0,,,1.0,0.0,,,,0.0,,,,,170.33333333333334,152.45454545454547,89.5,79.0,0.0,,,0.0,,54.4,0.0,1.0,,76.0,,,6.0,,,83.81818181818181,43.0,5.0,,0.0,,61.0,112.0,1.0,14.0,2.0,0.0,,0.0,,0.0,3.0,85.5,0.0,3.0,,16.0,0.0,0.0,1.0,0.0,,,2.0,2.0,2.6666666666666665,,,,216.0909090909091,1.0,0.0,,2.0,0.0,22.571428571428573,78.75,6.0,5.0,,3.0,131.0909090909091,0.0,,9.0,,10.0,4.0,7.0,143.1818181818182,,0.0,,1.0,,4.0,GM0307,Amersfoort,EP2004,WK030709,Wijkcentrum De Trefhorst,Christen Democratisch Appél,11408
